ɣ ¹ ²	ɣ o ³
a ¹	a ¹
v e ¹	v e ¹
d u ¹	d u ¹
n u ¹	n u̠ ¹
n ɛ ¹	ɲ e ¹
kʰ i ²	kʰ i ²
a ²	a ²
m ¹ ² ¹	m i ¹
n y ¹	n y ¹
p j a ³	p a̠ ³
b e ²	b e ²
pʰ a ¹	pʰ j a ¹
p j u ¹	p u ¹
ʃ i ³	ʃ i̠ ¹
d a ²	d i ²
ɣ i ¹	ɣ a ŋ ¹
k o ²	k a ²
s ɛ ²	s ɛ ²
m a ¹	m a ŋ ³
s ɛ ³	s ɛ̠ ³
k o ²	k j o ²
h i ¹	h e ¹
v e̠ ³	v e̠ ³
m a ²	m j y ²
t u ³	d u ³
tsʰ a ¹	tsʰ a ¹
kʰ i ²	kʰ ɨ ²
k i ¹	s o̠ ³
g a̠ ¹	g ɛ̠ ¹
t o̠ ³	d o̠ ³
k ɛ ²	k j ɛ ²
s i̠ ¹	s i̠ ¹
n i̠ ¹	n i̠ ¹
kʰ u ¹	kʰ u ¹
p ɨ ²	p j ɨ ²
dʒ i ²	dz i ²
tʰ ɛ ²	tʃʰ ɛ ²
ʃ o̠ ³	ʃ a̠ ³
tsʰ y ¹	tsʰ y ¹
d i ¹	d i ¹
p a̠ ³	p a̠ ³
pʰ ɛ ²	pʰ ɛ ²
v a ¹ ¹	l a ³
dʒ a ¹	dz a ¹
ɣ e̠ ¹	ɣ e̠ ¹
e̠ ¹	a ¹
ˀn i ¹	ˀn y ¹
ˀm a ³	ˀm a ³
m j a ¹	m j a ³
z a ²	z a ²
s i̠ ¹	s i̠ ¹
x o̠ ³	x a̠ ³
dz a ¹	dz a ŋ ¹
d ²	m̩ ²
p e ¹	p e ¹
g u ²	g j u ²
l a ²	l a ²
k j ɛ ²	k j e ²
b ɨ ²	b ɨ ¹
m a ³	m a ³
kʰ ɨ ¹	kʰ i ¹
pʰ i ³	pʰ i̠ ³
k e ¹	k ɛ ³
kʰ j ɛ ²	kʰ ɛ ²
v u ²	v a ²
ts i̠ ¹	tʃ ɨ̠ ¹
kʰ a ²	kʰ a ²
g u ³	g u̠ ³
l a ¹	l a ¹
ʒ o̠ ¹	ʒ o̠ ³
s ɛ ²	s ɛ ²
ˀm u ²	m j u ²
z a ²	z a ²
d a ŋ ¹	d a ŋ ¹
k a ¹	dz a ¹
d a ²	d a ²
g a ¹	g j a ¹
a ¹	a ¹
m a ²	m a ŋ ²
tʰ ɨ̠ ³	tʰ y ¹
dz e ²	dz i ²
v a ³	v a ³
tsʰ i ²	tsʰ ɿ ²
pʰ i ²	pʰ i ²
ɣ i ¹	ɣ ɨ ¹
ts ɿ ²	ts i ²
tsʰ y ¹	tsʰ y ¹
x a ²	x a̠ ³
kʰ y ³	kʰ y̠ ¹
n e ³	ˀn i ³
tsʰ u ³	tsʰ e̠ ¹
g ɨ̠ ²	g u ²
b e̠ ³	b e̠ ³
k ɛ ³	k u ²
kʰ ɛ ²	kʰ u ²
k a ¹	k u ¹
n e ²	n e ²
l a ²	l a ²
ɨ̠ ²	ɨ̠ ³
g y ²	g y ²
ɣ e̠ ²	s ɛ ²
h y ¹	ʒ o̠ ¹
v a̠ ³	v ɛ̠ ³
tʃʰ y ¹	tsʰ y ¹
ɣ e̠ ³	tʃ e̠ ³
d ²	ɛ ²
x a ²	x a ²
b ɨ̠ ²	b ɛ ²
n i ¹	n i ¹
ɣ i ²	ˀl i ²
pʰ i ²	pʰ o ²
ʒ o̠ ¹	ʒ o̠ ³
ɣ e ³	ʃ i ³
b i ²	pʰ u ¹
a ¹	a ¹
l i ³	ˀl i̠ ³
t i̠ ³	t i̠ ³
dʒ ɛ ²	dz ɛ ²
t e̠ ¹	t e̠ ¹
t i ²	t i ²
d e̠ ¹	tʃʰ e̠ ¹
k ɛ ³	k e̠ ³
ˀn y̠ ¹	ˀn y̠ ³
n y ¹	n y ¹
k ɛ ²	k a ŋ ²
tʃ ɛ ³	tʃ ɛ̠ ³
n ²	n i ²
b ɛ ¹	b ɛ̠ ¹
a ¹	a ¹
pʰ e̠ ³	pʰ e̠ ³
s a ¹	s a ¹
dʒ i ³	dʒ i ³
a ¹	a ¹
pʰ y ¹	pʰ e̠ ¹
b y ³	b y ³
tʃʰ a ¹	ʃ a ¹
dz i ²	dz i ²
l o̠ ³	l o̠ ³
t a ŋ ¹	t u ¹
pʰ y ²	pʰ y ²
p j ²	m u ²
b ɛ ¹	b ɛ̠ ¹
ˀn i̠ ¹	n e ²
ɣ ɨ ¹	g ɨ ¹
a ²	a ²
ɣ ɨ̠ ¹	ɣ i ¹
n e̠ ³	n e̠ ³
s i̠ ¹	s i̠ ¹
ɣ i ¹	ɣ i ¹
s y̠ ¹	s y ¹
m a ³	m a ³³
s a ²	s a ²
tsʰ ɨ ²	tsʰ ɛ ²
d i ¹	d i ¹
tʰ a ²	tʰ a ŋ ²
p a̠ ³	p a̠ ³
d e̠ ³	d e̠ ¹
ɣ ɨ ³	ɣ ɨ ³
l y̠ ³	ˀl y̠ ³
kʰ i ¹	kʰ i ¹
m a ³	m a ³
p y ¹	p o̠ ¹
ʃ ɨ ²	ʃ ɨ ²
m o̠ ³	m j o̠ ³
ɣ a ¹	g a ³
ɣ a ¹	ɣ a ³
n ɛ ¹	n e ¹
b a ²	b a ²
k i ²	pʰ e ²
ˀm ɛ ²	m ɛ ²
ʃ i ³	ʃ i̠ ¹
t o̠ ³	t o̠ ³
kʰ o̠ ³	kʰ o̠ ³
l a ²	l a ²
g y ¹	g y ¹
l y ¹	l y ³
m a ²	m a ²
l o̠ ³	l a ³
n i ³	ˀn i ³
d ²	n u ²
tsʰ ɛ ³	tsʰ ɛ ³
s a ²	tsʰ i ²
l a ¹	l a ŋ ¹
s y ¹	s y ¹
t a ŋ ²	t u ³
k ɛ ¹	k j ɛ ¹
pʰ ɛ ¹	pʰ ɛ ¹
m e̠ ¹	m e̠ ³
ɣ e̠ ³	ʒ e̠ ³
ts i̠ ¹	tʃ ɨ̠ ¹
n i ²	n i ²
m a ³	m a ³
tsʰ e ¹	tsʰ e ¹
kʰ ɛ ¹	g a ³
a ¹	a ¹
p ɛ ³	p ɛ ³
n i̠ ¹	n i̠ ¹
tsʰ e ¹	tsʰ e ¹
s i ¹	s e ¹
d u ²	d u ²
p ɨ ²	p j ɨ ²
ɣ ²	i ²
ʃ o̠ ¹	h e ¹
dz a ²	s u ¹
k j i ¹	k i ¹
ˀn i ¹	ɲ a ²
ɣ a ¹	tʃ a ¹
tʃ u ¹	tʃ i̠ ¹
b ɛ ³	b j a̠ ³
dʒ i̠ ¹	dz e ¹
g a ¹	g a ¹
t ɛ ¹	t ɛ ¹
h i ²	pʰ ɨ ²
a ²	a ¹
k a ²	j a ŋ ²
a ¹	a ¹
m o ³	m u ³
m a ³	m o ²
s i ¹	s i̠ ¹
a ¹	a ¹
d y ¹	d y ¹
g o̠ ³	g j o̠ ¹
n i̠ ³	n i̠ ¹
a ¹	a ¹
ˀn e̠ ³	ˀn e̠ ³
tʰ u ¹	tʰ u ³
s ɛ ²	s e ²
ɣ i ¹	ɣ a ŋ ¹
tʰ y ¹	tʰ y ¹
k a ²	ŋ a ²
ˀl u ¹	ˀl u ¹
m a ¹	m j a ŋ ¹
ts o ²	z a ²
k o̠ ¹	k a ¹
b a ³	b a ³
ts a ¹	ts a ¹
ˀl u ¹	ˀl o̠ ¹
d a ²	d a ²
n a̠ ¹	n a ¹
k y ¹	x y ¹
a ¹	a ¹
ʃ i ¹	ʃ i ¹
d u ²	dʒ ɛ ²
ˀn i ¹	ˀn i ¹
dz y ¹	dz y ¹
k o ¹	kʰ y ¹
n u ²	n u ²
ˀn i ¹	ˀn i ¹
z i ³	z i ³
g a ²	g j a ²
a ²	a ²
a ¹	a ¹
m j o ¹	m o ²
tʰ a ²	tʰ a ²
ˀl u ²	ˀl a ²
pʰ j i ²	pʰ e ²
tsʰ e̠ ¹	tsʰ e̠ ¹
ɣ a ¹	g j a ¹
ˀl i ³	ˀl i ³
x ɨ ²	x ɨ ²
a ¹	a ¹
kʰ a ¹	kʰ a̠ ¹
z a ²	z a ²
p ¹	e̠ ¹
ʃ ɛ ¹	ʃ ɛ ¹
g u ³	g o ŋ ³
a ¹	a ¹
a ¹	a ¹
tʃʰ i ¹	tʃʰ e ¹
p j e ¹	p ɛ̠ ¹
l a ²	l a ²
ts ɨ ²	ts i ²
k ɛ ¹	z ɛ ¹
g i ¹	g i ¹
ʃ a̠ ³	ʃ a̠ ³
v a ³	v u ¹
ˀn o̠ ³	ˀn u̠ ³
d a ¹	d a ¹
z ɿ ²	z i ²
ʃ u ³	s e ³
ɣ a ²	ɣ a ŋ ²
t u ¹	t u ¹
ɣ i ³	ɣ i̠ ³
ˀn a ²	ˀn a ²
ɣ y ¹	ʒ o̠ ¹
z i ³	z i ³
g u ²	g o̠ ³
a ¹	a ¹
p a ¹ ¹	n a ²
t i ¹	t i ¹
kʰ o ¹	kʰ o ¹
m ɨ ²	m ɨ ²
t o̠ ³	t o̠ ³
d e̠ ³	d ɛ̠ ³
m a ³	m a ³
v i̠ ¹	v i̠ ³
m e̠ ³	ˀm e̠ ¹
tsʰ i ¹	tsʰ y ¹
m o̠ ¹	m o̠ ¹
ˀm j ɛ ¹	ˀm ɛ ¹
b a ²	b o ³
g ɛ ²	s y ²
tʰ u ²	tʰ u ³
l ɛ ³	l ɛ̠ ³
tʃʰ ɨ ²	tsʰ ɿ ²
kʰ y ³	kʰ y ²
a ¹	a ¹
m ²	m ɨ ²
x i ¹	g j o ¹
kʰ a ²	kʰ a ²
tʰ i i ³	tʰ u ³
l a ¹	l a ¹
ɣ i ¹	ˀl i ¹
s ɛ ²	s ɛ ²
x a ³	ˀx a ³
ɣ ɨ̠ ¹	ɣ y̠ ³
ts u ³	tʃ ɛ̠ ³
ˀl o̠ ¹	ˀl o̠ ¹
k a̠ ²	k a ŋ ²
tʃʰ a ŋ ³	tʃʰ o̠ ¹
k j i̠ ³	x i̠ ³
ʒ o ¹	ʒ u ¹
a ¹	a ¹
n u ³	n e ³
l y ¹	l y ¹
x e ¹	x e ¹
l e̠ ²	l a ²
ts ɛ ³	ts ɛ̠ ³
ʃ ɛ ¹	ʃ ɛ ¹
k a ŋ ³	k a̠ ³
tʃʰ a ¹	t o̠ ³
dz y ¹	dz y ¹
d u ³	tʃʰ e̠ ¹
t y ¹	t y ¹
ɣ ɛ ²	ɣ ɛ ²
kʰ ɨ ¹	kʰ i ¹
m a ¹	m a ¹
v i ³	pʰ e ¹
m ɨ ¹	m ɨ ¹
g o ²	g u ²
ɣ ɨ ¹	ɣ i ¹
m a ³	m a ³
k o̠ ¹	k ɨ ¹
b a ²	b a ²
a ¹	a ¹
l ɛ ¹	l ɛ ¹
pʰ u ¹	pʰ u ²
ɣ e ¹	g j e̠ ¹
d ²	m̩ ²
tʰ y ¹	tʰ y ³
l a ŋ ¹	l a ŋ ¹
m a ³	m a ³
x u ²	x ɛ ²
v a ²	v a ŋ ²
z a ²	z a ²
s y ²	ʃ y ²
n i̠ ³	ˀn e̠ ³
b i ²	b o ²
p a̠ ³	p a̠ ³
dz j i ¹	dz i ¹
tʃʰ ɨ ¹	tʃʰ ɨ ¹
pʰ i ²	pʰ ɨ ²
dz o̠ ³	dʒ o̠ ³
ˀm a ²	m j a ²
k e̠ ¹	k o̠ ³
m u ²	m o ²
ts ɛ ¹	ts ɛ ¹
ɣ a ¹	x a ¹
tʃ a ³	tʃ a ³
ˀn i ²	ˀɲ y ²
n e̠ ¹	n e̠ ¹
ɣ ²	i ²
kʰ a ²	kʰ a ²
x ɨ ³	x ɨ̠ ³
ˀl i ²	ˀl i ²
ts e ²	ts e ²
b o̠ ¹	b o̠ ¹
kʰ ɛ ²	kʰ j ɛ ²
kʰ u ¹	kʰ u ¹
tʃʰ i ²	tʃʰ i ²
l y ²	l y ²
b i ³	b i ¹
n y ¹	n y ¹
b e̠ ¹	b e ³
tʃʰ i̠ ³	tʃʰ i̠ ³
ɣ i ³	x i ³
a ²	a ²
d e̠ ¹	d e̠ ¹
ɣ i̠ ³	z i̠ ³
t u ¹	tʰ a ²
n ²	n̩ ²
l y ²	ˀl y ²
s ɛ ²	s ɛ ²
s i̠ ³	s i̠ ³
dz ɛ ²	dʒ ɛ ²
n ɛ ²	n ɛ ²
s ɛ ²	s ɛ ²
dʒ i ²	dʒ e ³
p i ²	p i ²
s a ¹	s a ¹
m a ²	m a ²
n a ²	n a ²
kʰ u ²	kʰ o ²
g o ²	g o ²
l y ²	l y ²
b i ²	b o ²
d e̠ ³	d ɛ̠ ³
kʰ ɨ̠ ²	kʰ o ²
tʰ a ²	tʰ a ²
b u ²	b o ²
k u ¹	k j i ³
m i ¹	m i ¹
ʃ a ¹	h a ¹
d e ²	dz e ²
ʒ u ²	ʒ i̠ ³
k i ³	ˀx a ¹
b y̠ ³	b y̠ ³
p u ²	p u ²
ˀm ɛ ²	ˀm ɛ ²
b a ²	b j a ²
p e ²	p e ³
m o ¹	m o ¹
k a ²	ɣ a ŋ ²
ts a ³	ts a ³
ts i ³	ts i ³
g i ²	g o̠ ³
tʰ a ŋ ²	tʰ a ŋ ²
ɣ i ³	ɣ i ¹
t e̠ ³	t a ³
ˀl y ³	ˀl y ³
v a ŋ ¹ ²	tʰ a ŋ ²
ˀl i ²	l i ²
pʰ i ²	pʰ y ²
l e̠ ³	l e̠ ³
d i̠ ¹	ts i̠ ³
k a ¹	pʰ u ²
a ¹	a ¹
g u ³	g o ŋ ¹
tsʰ o̠ ³	tsʰ o̠ ¹
tʰ y ¹	tʰ y ¹
ŋ i ³	ˀn i ³
g i ¹	g i ¹
ɣ a ²	dz a ŋ ²
ˀm i ¹	ˀm j e̠ ¹
d i ¹	d i ¹
a ¹	a ¹
ts o̠ ³	ʒ i̠ ³
ʃ u ¹	h u ¹
ˀl i ¹	ˀl i̠ ³
b i ³	b i ³
tʃʰ u ³	tsʰ y̠ ¹
n ɛ ¹	n e̠ ³
k ɛ ³	k ɛ ³
n ²	n u ²
tʃʰ ɨ ²	tʃʰ ɨ ²
ˀm a ²	ˀm a ²
a ¹	a ¹
d ²	e ²
tsʰ a ¹	tsʰ a ¹
z a ²	z a ²
b o̠ ³	b o̠ ¹
s ɛ ²	s ɛ ²
tsʰ i̠ ²	kʰ j i ²
tsʰ a ²	tsʰ a ²
a ¹	a ¹
b ɛ ¹	b j ɛ̠ ¹
k a ¹	ŋ a ¹
k u ²	k u ²
s i̠ ¹	s i̠ ¹
p a ²	pʰ a ²
b ɨ ¹	b ɨ̠ ¹
ˀv e̠ ¹	pʰ u ¹
d u ¹	s i̠ ¹
m a ŋ ²	m a ŋ ²
ˀm ɛ ¹	ˀm ɛ ¹
k a ¹	k a ŋ ¹
kʰ u ¹	kʰ u ¹
a ²	a ²
tʰ ɛ ³	tʰ ɛ ³
tsʰ ɛ ¹	tsʰ ɛ ¹
a ¹	a ¹
m a ²	m a ³
ts a ³	ts a ³
p a̠ ³	p a̠ ³
d ¹	n̩ ²
p o ¹	p y ¹
n ²	n̩ ²
ˀm i̠ ¹	m i̠ ¹
ʃ a ¹	ʃ a ¹
v e̠ ³	v e̠ ³
ˀl e̠ ²	l e̠ ³
l a ²	l a ²
kʰ i ²	kʰ o ²
ɣ ²	e ²
dz i ¹	dz i ³
p y ³	ˀl y ³
h ¹ ¹	h e ¹
b a ²	b a ²
ˀl i ¹	l i ¹
m i ¹	m i ¹
a ¹	a ¹
ɣ e̠ ¹	k u ²
n e ³	ˀn i ³
k j o̠ ³	k o̠ ¹
p a̠ ³	p a̠ ³
d y ²	d y ²
n a ¹	n a ¹
ɣ ɛ ²	g ɛ ²
kʰ u ³	kʰ j o ³
d u ²	d u ²
ˀn u ¹	n i̠ ³
ˀn y ¹	ˀn y ¹
b a ²	b a ²
n e ²	n i ²
tsʰ e ¹	tsʰ e ¹
ɲ j e̠ ¹	ŋ j a̠ ¹
h a ¹	h a ¹
l a ³	l a ³
k ɛ ¹	b ɛ ¹
g a ¹	g a ¹
ɣ i ³	ɣ o ¹
pʰ i ²	pʰ j y ²
d ²	m u ²
ɣ ɛ ²	pʰ e ²
x a ³	x a̠ ³
tʃʰ a ¹	t j ɛ ³³
ɣ y ²	v y ²
s i ¹	s e ¹
z e̠ ³	z e̠ ³
m a ¹ ¹	m o̠ ³
s e̠ ³	s e̠ ³
d e ¹	d e ³
t a ¹	t a ⁵⁵
kʰ u ¹	kʰ u ¹
tʰ ɨ̠ ³	dz ɛ̠ ³
n a ¹	ˀn a ¹
k y ¹	tsʰ a m ¹
k e ¹	k a ¹
b i ²	b o ²
tsʰ i ¹	tsʰ i ¹
dz a ²	dz a ²
s y ¹	s y ¹
s e̠ ¹	s e̠ ³
tʃʰ a ²	t a̠ ³
tʰ u ¹	tʰ u ¹
b a ³	b a ²
ts o̠ ³	ts o̠ ¹
h e̠ ³	h e̠ ³
k i ³	ʒ e ³
ˀl u ³	l u ³
s u ¹	s i̠ ¹
a ²	a ²
l u ³	l e̠ ³
ˀm ɛ ¹	ˀm ɛ̠ ¹
t i ²	dz i ²
kʰ j ɨ ³	kʰ ɨ ³
m ɛ ²	m ɛ ²
k o̠ ²	k o̠ ³
ɣ i ²	ɣ ɨ ²
k e ¹	kʰ a ²
b i ²	b j e̠ ³
ɣ i ¹	ɣ ɨ ¹
ts i ¹	tʃ e ¹
kʰ ɨ ¹	kʰ ɨ ¹
d i ²	d i ²
ɣ ¹ ¹	ʃ y ¹
ʃ a ³	ʃ a̠ ³
s a ²	s a ²
m i ¹	ˀm i ¹
b ɛ ¹	b ɛ ¹
b a ³	b a ³
k a ¹	ŋ a ¹
ɣ a ¹	ʃ a ¹
pʰ a ¹	pʰ o̠ ¹
tʰ a ŋ ¹	k a ŋ ¹
a ¹	a ¹
s i ²	s e ²
ˀm e̠ ¹	ˀm j e̠ ¹
tʃʰ o̠ ¹	tʃʰ o̠ ¹
p a ¹	p a ¹
kʰ ɛ ²	kʰ j ɛ ²
k i ³	k j o̠ ³
t y ²	t y ²
tʃʰ u ¹	tʃʰ u ¹
ɣ ɛ ¹	s e ¹
tʰ a ²	tʰ a ²
ɣ ɨ ¹	ɣ i ¹
ɣ ɨ ¹	ɣ ɨ ¹
h u ¹	h y̠ ³
tʰ ¹ ²	tʰ o ²
n i ¹	n i̠ ¹
l u ²	l u ²
m a ³	m a ŋ ²
l ³ ³	ˀl o̠ ³
p ²	n u ²
g a ³	g a ³
l a ²	l a ²
pʰ y̠ ³	pʰ y̠ ³
ˀn e̠ ¹	ˀn i̠ ¹
b o ²	b o ²
p ɨ ²	p y̠ ¹
b ɛ ²	b ɛ ²
ˀn a ²	ˀn a ²
l a ²	l a ²
ʃ ɛ ¹	ʃ ɛ ¹
tsʰ a ¹	tsʰ a ŋ ¹
z a ²	z a ²
x o̠ ³	x a̠ ³
l e̠ ³	l e̠ ³
ɣ i ¹	ɣ i ¹
dʒ i̠ ²	dz i ³
s e ¹	s a ¹
ɣ ɛ ²	ɣ ɛ ²
a ¹	a ²
a ¹	a ¹
h a ¹	h a ¹
m a ³	m a ³
h a ¹	t a ³
ˀv a ¹	ˀv a ¹
v a ²	m ɛ ²
b u ²	b a ŋ ²
k u ¹	x a ŋ ¹
s a ²	s a ²
kʰ j ɨ̠ ¹	kʰ ɨ̠ ³
d o̠ ¹	d o̠ ¹
v e̠ ³	v e̠ ³
tʃʰ u ²	tʃʰ u ²
p a ŋ ¹	p a ŋ ¹
b y ³	b u̠ ¹
tʃ o̠ ³	ts u ¹
d u ¹ ¹	d u ¹
pʰ e ³	p e̠ ³
l e̠ ³	l e̠ ³
n y ²	n y ²
l a ²	l a ²
k e ²	dʒ i ²
pʰ e̠ ²	pʰ e ²
a ²	a ²
d u ¹	d u ¹
ts e ¹	ts e ¹
pʰ i ¹	pʰ e ¹
ˀl y ¹	l y ¹
ʃ u ¹	s i ³
ˀn a ²	ˀn a ²
v e̠ ³	v e ³
l a ²	l a ŋ ²
g u ¹	g o̠ ³
s i ²	s i ²
dʒ i ¹	dʒ i ¹
kʰ ɨ ¹	kʰ i ¹
n j y̠ ¹	ɲ e ¹
kʰ a ¹	kʰ a ³
d i ²	tʃʰ e ¹
h i ¹	h e ¹
b e̠ ¹	b e̠ ¹
s i̠ ¹	s i ²
a ¹	a ¹
t a ŋ ¹	t a ŋ ¹
k ɛ ¹	ˀŋ y ¹
dʒ ɛ ¹	dʒ ɛ ¹
m a ³	m a ³
l y ¹	l y ¹
l u ¹	l u̠ ¹
n a ¹	ˀn a ¹
a ¹	a ¹
a ¹	a ¹
k e̠ ²	k j e ²
ʃ i ³	ʃ i̠ ¹
a ¹	a ¹
ɣ i̠ ³	ts e̠ ³
m a ³	m a ³
m o ³	m u ³
ts a ¹	ts a ¹
p i ³	p a̠ ³
v e̠ ¹	ˀv e̠ ¹
b y̠ ¹	b y ³
tʃʰ i ¹	kʰ o̠ ¹
ˀm y̠ ²	m o ²
v a ²	v a ²
ts e ¹	ts e ¹
l a ²	l a ²
n i ¹	n i ¹
kʰ ɨ ²	kʰ a ²
p i ²	p i ²
ɲ j u ²	ɲ a ²
dʒ ɛ ¹	dʒ ɛ ¹
tʃ u ¹	tʃ ɛ ¹
d u ¹ ²	b a ²
ˀm u ¹	tʃʰ i̠ ³
a ¹	a ¹
b e̠ ³	b e̠ ³
dz e ¹	dz e ¹
pʰ u ¹	pʰ a ¹
x e̠ ³	ʃ e̠ ³
ɣ u ²	dz ɿ ³
p ɛ ³	f ɛ ³
ɣ i ¹	ɣ i ¹
ʃ ɨ ²	ʃ ɨ ²
dʒ a ŋ ¹	dʒ a ŋ ¹
k a ¹ ¹	x a̠ ³
k ¹	i ²
d a ¹	d a ¹
k u ³	k u ³³
h i ¹	h e ¹
d a ¹	t a ŋ ³
a ²	a ²
a ²	a ²
k u ¹	ɣ ɛ̠ ³
a ¹	a ¹
h e̠ ¹	pʰ e̠ ¹
z a ²	z a ²
h a ŋ ²	h a ŋ ²
ˀm ɛ ¹	ˀm ɛ ¹
kʰ a ³	kʰ a ³
s i̠ ¹	s i̠ ¹
l a ¹	l a ¹
t e ¹	t a ³
n i ³	ˀn i ³
t o̠ ³	t o̠ ³
tsʰ ɛ ¹	tʃʰ ɛ̠ ¹
b y ¹	b y ¹
ɣ ɨ ¹	ɣ i ¹
k a ³	k a̠ ³
v ¹	v u ¹
k o ³	k o ¹
a ¹	a ¹
l a ²	l a ²
n e̠ ¹	ŋ j a̠ ¹
a ²	a ²
p a ¹	p a ¹
d i ¹	d i ¹
