l̥ e ʔ̚ ⁵¹	l e k̚ ⁵¹
tʰ ei ŋ ⁵⁵	tʰ ɛ ŋ ⁵⁵
k ə ¹¹	k ə ⁰
tʰ ɔ ⁵⁵	tʰ ɔ ŋ ⁵⁵
kʰ r w ⁵⁵ t ⁵¹	kʰ r w i t ⁵¹
tʰ w ¹¹ ɴ ⁵⁵	tʰ w ɨ ɴ ⁵⁵
ʔ a ɴ ⁵⁵	ʔ a ɴ ⁵⁵
s u ɴ ¹¹	s w ɨ n ¹¹
j a ⁵⁵	r j a ⁵⁵
tʰ o ¹¹	tʰ u ¹¹
cʰ a ⁵⁵	c a ⁵⁵
l̥ o ŋ ¹¹	l o ŋ ¹¹
d ə m ⁵⁵	d ɨ m ⁵⁵
s a ʔ̚ ⁵¹	s a ʔ̚ ⁵¹
d e ⁵⁵	d e ɴ ⁵⁵
b ə ŋ ⁵⁵	b ə ŋ ⁵⁵
pʰ ou ⁵⁵	pʰ ou ⁵⁵
d ə ŋ ¹¹	d ə ŋ ¹¹
ˀd o ɴ ⁵⁵	ˀd w ɨ ɴ ⁵⁵
k ou ¹¹	h ou ¹¹
kʰ ei ⁵⁵	kʰ ə ⁰
ʔ r e ⁵⁵	t r e ⁵⁵
b l e ⁵⁵	p l e ⁵⁵
s r e ⁵¹	s r e ³³
pʰ ə ¹¹	pʰ ə ¹¹
d ɛ ʔ̚ ⁵¹	d ɛ ʔ̚ ⁵¹
k ə ⁰	s ə ⁰
ˀb w w a ⁵⁵	ˀb w w a ⁵⁵
m̥ ɛ ʔ̚ ⁵¹	m̥ ɛ ʔ̚ ⁵¹
p l e ŋ ⁵⁵	p l e ŋ ⁵⁵
b e ʔ̚ ⁵¹	p i ʔ̚ ⁵¹
p r o ʔ̚ ⁵¹	p r ɔ ʔ̚ ⁵¹
k ə ¹¹	k ə ⁰
kʰ w i ¹¹	kʰ w i ¹¹
ˀd o ¹¹	ˀd o ¹¹
l ei m ¹¹	l̥ ɛ m ¹¹
tʰ a ʔ̚ ⁵¹	tʰ ɛ ʔ̚ ⁵¹
kʰ l ei ¹¹	kʰ l ei ¹¹
kʰ ei ¹¹	kʰ ei ¹¹
l̥ o ⁵⁵	l̥ o ⁵⁵
l̥ ɛ ⁵⁵	l w ɛ ⁵⁵
pʰ e ʔ̚ ⁵¹	pʰ e ʔ̚ ⁵¹
b o ¹¹	b o ¹¹
cʰ ei ⁵⁵	cʰ ei ⁵⁵
ˀb l a ¹¹	p l a ¹¹
k o ⁵⁵	s u ⁵⁵
ˀd a ¹¹	ˀd ə ŋ ¹¹
k a ʔ̚ ¹¹	r a ɴ ¹¹
k r ei ¹¹	kʰ r ei ¹¹
kʰ u ¹¹	kʰ u ¹¹
kʰ a ŋ ⁵⁵	g a ŋ ⁵⁵
tʰ a ŋ ¹¹	tʰ a ŋ ¹¹
m ə ¹¹	m ə ¹¹
s a ¹¹	s a ¹¹
ʔ ə ŋ ⁵⁵	ʔ ə ŋ ⁵⁵
n̥ a ¹¹	n a ¹¹
r ɔ ⁵⁵	r ɔ ⁵⁵
l̥ a ɴ ⁵⁵	l a m ⁵⁵
s a ɴ ⁵⁵	s a ɴ ⁵⁵
m a ʔ̚ ⁵¹	m a ʔ̚ ⁵¹
w a ¹¹	h w a ¹¹
m i ɴ ⁵⁵	m i n ⁵⁵
l̥ ei ⁵⁵	l ei ⁵⁵
kʰ l e ⁵⁵	kʰ l i ⁵⁵
ɲ̊ a ⁵⁵	ɲ̊ au ⁵⁵
ˀd e ⁵⁵	ˀd e ⁵⁵
kʰ e ⁵⁵	kʰ e ⁵⁵
g o ¹¹	g o ¹¹
s ei ¹¹	s ei ¹¹
ˀb j a ¹¹	p j a ¹¹
s o ⁵⁵	s ə ⁰
n a ʔ̚ ⁵¹	n̥ ɔ ʔ̚ ⁵¹
kʰ a ¹¹	kʰ a ¹¹
k a ¹¹	s ə ⁰
k l o ŋ ¹¹	k l ə ŋ ¹¹
n̥ ə m ⁵⁵	n ɨ m ⁵⁵
k o ¹¹	k ə ⁰
ˀb a ¹¹	ˀb a ¹¹
k ə ¹¹	d ə ŋ ⁵⁵
l̥ a ʔ̚ ⁵¹	l a ʔ̚ ⁵¹
ŋ a t̚ ⁵¹	ŋ j a t̚ ⁵¹
kʰ i ŋ ⁵⁵	kʰ i ŋ ⁵⁵
m u ɴ ⁵⁵	m w ɨ ɴ ⁵⁵
ʔ̚ a ⁵⁵	ʔ a ⁵⁵
ʔ r ɛ ɴ ¹¹	ʔ j ɛ n ¹¹
tʰ e ¹¹	tʰ e ¹¹
cʰ a ⁵⁵	cʰ a ⁵⁵
l̥ u ʔ̚ ⁵¹	l o ʔ̚ ⁵¹
s w i ¹¹	s w i ¹¹
tʰ u ʔ̚ ⁵¹	tʰ u ʔ̚ ⁵¹
k w ei ¹¹	ŋ w i ¹¹
ˀd ɛ ¹¹	ˀd ɛ ¹¹
s r ɔ ¹¹	s r ɔ ¹¹
kʰ l e ʔ̚ ⁵¹	kʰ l i ʔ̚ ⁵¹
pʰ l ɨ m ⁵⁵	pʰ r ɨ ɴ ⁵⁵
ʔ̚ o ¹¹	ʔ o ¹¹
s ə ŋ ⁵⁵	s ə ŋ ⁵⁵
r w i ɴ ⁵¹	r̥ w i ʔ̚ ⁵¹
l̥ ou ¹¹	l̥ ou ¹¹
k u ⁵⁵	l u ⁵⁵
j o m ¹¹	j ɨ m ¹¹
l̥ e ʔ̚ ⁵¹	l e ʔ̚ ⁵¹
l ei ⁵⁵	l ei ⁵⁵
b r a ¹¹	b r a ¹¹
ˀb ə ¹¹	ˀb ə ¹¹
b l a ⁵⁵	p l a ⁵⁵
tʰ u ɴ ¹¹	tʰ u ɴ ¹¹
m i ɴ ⁵⁵	ˀm i n ⁵⁵
kʰ w i ⁵⁵	kʰ w i ⁵⁵
cʰ a ¹¹	cʰ a ¹¹
kʰ j a ʔ ⁵¹	k j a ʔ̚ ⁵¹
j o ʔ̚ ⁵¹	j ɔ ʔ̚ ⁵¹
ʔ e ¹¹	ʔ e ¹¹
m l ɔ ⁵⁵	m l ɔ ɴ ⁵⁵
ˀb l ɔ ɴ ɴ ¹¹	p l ɔ ŋ ¹¹
n̥ a ¹¹	n̥ a ¹¹
l̥ a ⁵⁵	ˀl a ⁵⁵
n ə ŋ ⁵⁵	n ɨ ŋ ⁵⁵
k a ⁰	t ə ⁰
r w i ¹¹	r w i ¹¹
m̥ ei ⁵⁵	m̥ ei ⁵⁵
c w a ʔ̚ ⁵¹	c w i k̚ ⁵¹
k i ¹¹	k i ¹¹
s w a ʔ̚ ⁵¹	s w a ʔ̚ ⁵¹
cʰ ə ɴ ⁵⁵	cʰ ə ŋ ⁵⁵
d o ¹¹	d o ¹¹
j a m ¹¹	j a m ¹¹
l̥ a ⁵⁵	l a ⁵⁵
n̥ i ⁵⁵	n̥ i ⁵⁵
kʰ l i ʔ ⁵⁵	kʰ l i ʔ ⁵¹
k ə ⁰	k ə ⁰
m e ¹¹	m̥ e ¹¹
b l ɛ ʔ̚ ⁵¹	b l ɛ ʔ̚ ⁵¹
m̥ a ¹¹	m̥ a ¹¹
t a ʔ ⁰	t ə ʔ̚ ⁰
b l o m ¹¹	p l o m ¹¹
k ei ¹¹	ɟ i ¹¹
j ɔ ʔ̚ ⁵¹	ɲ̊ ɔ ʔ̚ ⁵¹
l̥ a ¹¹	l̥ a ¹¹
k ə ⁰	k ə ⁰
cʰ a ʔ̚ ⁵¹	cʰ a ʔ̚ ⁵¹
n̥ w ɛ t ⁵⁵	ˀn w e t̚ ⁵¹
n̥ u ¹¹	n u ¹¹
ˀd ə ⁵⁵	ˀd ə ⁵⁵
b ə ¹¹	p ə ¹¹
m a ⁵⁵	m̥ a ⁵⁵
pʰ l o ŋ ¹¹	pʰ l o ŋ ¹¹
s u ɴ ¹¹	s u n ¹¹
ˀd ei ¹¹	ˀd ei ¹¹
r w o ⁵⁵ ⁵⁵	r̥ u n ⁵⁵
l̥ a ŋ ⁵⁵	l a ŋ ⁵⁵
k l o ʔ̚ ⁵¹	k l ə ʔ̚ ⁵¹
b l ei ⁵⁵	b l ei ⁵⁵
cʰ r ɛ ŋ ⁵⁵	cʰ ɛ ŋ ⁵⁵
tʰ u ʔ̚ ⁵¹	tʰ r o ʔ̚ ⁵¹
tʰ a ʔ̚ ⁵⁵	tʰ a ŋ ⁵⁵
ɲ̊ a ⁵⁵	ŋ̊ a ⁵⁵
j o ʔ̚ ⁵¹	j o ʔ̚ ⁵¹
ˀb u ⁵⁵	ˀb ə ⁵⁵
p l o ŋ ¹¹	p l o ŋ ¹¹
ʔ u ⁵⁵	ʔ u ⁵⁵
m ɨ ¹¹	m̥ ɨ ¹¹
cʰ w u ɴ ⁵⁵	cʰ u ɴ ⁵⁵
