m a ʔ n t	m n
k s	k s
θ n	θ n
m r	ð m r
ɣ r	sˤ ɣ r
ɣ u r l a	ɣ u r l
ɣ r b	ɣ aː r i b
ɣ ʃ	ʕ a w
g aː b	g b
sˤ a r sˤ r	sˤ a r sˤ a r
d i b r	d a
j d ʕ	w d ʕ
ʕ a t uː d	ʕ a t uː d
x a m i ʃ	x a m ʃ
d aː r	d a w r
b l j	b l j
ʔ r x	ʔ u r x
b r k	b i
d a ʔ j a t	d a ʔ j
r qˤ ħ	r qˤ ħ
ð r ʔ	ð a r ʔ
l a b ʔ	l a b ʔ
a sˤ	x a m
b a r sˤ	b r sˤ
ʔ g m	w
ɣ b tˤ	ɣ b tˤ
ħ k k	ħ k k
ʔ n ħ n	n i ħ n u
k r aː ʕ	k u r aː ʕ
qˤ i b a	qˤ b a t
l	ʔ a θ a l
ʔ a p a j	ʔ p j
ħ a s iː s	ħ a s iː s
p l j	p l
b r	b u r ʕ
r b j	r b j
p a r w	p a r r
ʔ i b r	ʔ a
t i n	t i ʔ i n
x n z t	x n z z
k a b d	k a b i d
ʔ a ħ a d	ʔ a ħ a d
ɣ m d	ɣ m d
r m	r m
b x r	b x r
h ð j	h ð j
ʔ w a z	ʔ a
ħ ɬ j j t	ħ b ɬₓ
b ɬ r	b ɬ r
ɬˤ i r ʃ	ɬˤ i r ʃ
ʃ θ n	θ i n aː
n p ʃ	n a p ʃ
r ħ a j	r i ħ a j
ɬ r m	ɬ r m
qˤ n a t	qˤ i n n
x l t	x aː l a t
ħ m m t	ħ m m
d l l	d l l
b a sˤ	b ɬˤ ɬˤ
g b ʃ	g b ʃ
n j k	n j k
r ʕ d	r a ʕ d
k m m	k m
ʃ ʃ m	ʔ m
ʃ t j	ʃ t j
p a r r	p a r r
j ʕ b	ʕ s b
p r g	p a r g
ʔ a t a	ʔ a n t a
ʔ a n p	ʔ a n a p a t
r b k	r b k
g ɬ	g ɬ ʕ
θˤ r r	θˤ r r
b a qˤ qˤ	b a qˤ qˤ
ħ a b l	ħ a b l
ʃ m	ʃ u m u
p n	p a n
ħ	ħ a n n
j ʕ r	w
n ʃ p	n ʃ p
d l	d l w
d m	d w m
ʃ	ʃ i
j ʃ r	j ʃ r
m r ɬˤ	m r ɬˤ
ʔ a t aː n	ʔ a t aː n
ʃ r j	ʃ r j
qˤ r	qˤ r b
t l	t a w l i ʕ a t
m ɬ j	m ɬ
ʔ b b ʕ aː t	b ʕ b ʕ
ʔ i l	ʔ i l
w aː b i l	w aː b i l
ʕ ɬ r	ʕ a ɬ r
n x l	n x l
k θˤ r	k i
ħ m aː r	ħ i m aː r
g b b	g a b b
d a d	h a d a d
l i b b	l i b b
r ʔ m	r i ʔ m
θ b r	θ b r
ʃ r qˤ	ʃ r qˤ
a r	ʔ a r m
ʔ i ʃ k t	ʔ i
k a t p	k a t i p
z k j	ð k j
r b	ʕ a
k	k
ɬ m x	ɬ m x
k a l a t	k a l l a t
ɣ l l	ɣ u l l
m k	s m k
ɣ p p r	ɣ a p a r
p ʕ m	p a ʕ m
ʃ l	ʃ l
ħ m sˤ a t	ħ u m sˤ a t
x r ʃ	x r ʃ
ʔ d h m	d h m
ħ a m aː t	ħ a m aː t
d m t	d i m
g m r	g m r
qˤ ɬˤ	qˤ j sˤ
z qˤ p	z qˤ p
ɣ r n	ɣ r n
m r	m u h r
m ɬ tˤ	m s
ʔ a b n	ʔ a b n
ʕ a p a r	ʕ a p a r
ɬ b ʕ	ɬ b ʕ
w a r iː d	w a r iː d
k ʃ aː d	k i ʃ aː d
ʔ a t t i n	ʔ a n t i n a
ʃ p l	ʃ p l
ɣ z l	ɣ z aː l
n aː sˤ j a	n aː sˤ i j a t
b qˤ l	b qˤ l
x r ʃ	x r ʃ
θˤ a b j	θˤ a b j
d a j n	d j n
ʃ m	ʃ m
b a r qˤ	b a r a qˤ
p a x r	p x r
ħ l ʔ	ħ i l
z iː z	z iː ð
s a p p r	ɬ p r
ʕ a n z	ʕ n z
b n t	b i n t
d m m	d m m
r aː ʔ	ʔ r aː w
ʕ a j n	ʕ a j n
k i l ʔ a	k i l ʔ
ʔ i θ k aː l	ʔ θ k aː l
ʃ qˤ j	ʃ qˤ j
ɬ j m	ɬ j m
m t qˤ	m tˤ qˤ
k a b ɬ	k a b ɬ
b n j	b n j
ʃ a m a j	ʃ a m a j
qˤ j ʔ	qˤ j
r b ɬˤ	r b ɬˤ
b r aː ʃ	b u r aː θ
d b	d u b b
ʕ m qˤ	ʕ m qˤ
r a qˤ qˤ	r a qˤ qˤ
ɬ r b iː n	θ r m iː n
g r d	g r d
j d	j a d
r ħ m	r ħ m
n θˤ r	n θˤ r
ʔ i m m r	ʔ i m m a r
k r k j j	k u r k i j
ʕ a l	ʕ a l a j
ʃ	θ ʕ j
b	b ʔ
tˤ iː	tˤ iː n
ʃ k r	ʃ k r
ħ p l	ħ p ɬ
n p j	n p j
ʔ a b	ʔ a b
ɣ tˤ	ɣ tˤ w
ʔ b r	ʔ b r
ɬ a p a t	ɬ a p a t
ʃ r m	s u r m
n θ k θ	n θ k
l a m sˤ	l a m θˤ
x tˤ r	x u tˤ r
ʔ a t t m	ʔ a n t u m u
i l	ħ i l
b qˤ l	b qˤ l
d a θ ʔ j j	d a θ ʔ
p l l	p l l
ʔ a r b j a	ʔ a
qˤ r d	qˤ r d
n	n
n qˤ b	n qˤ b
b b	ð b b
p r ʕ	p r ʕ
l ħ ʃ	l ħ ʃ
k j ʃ	k
l ħ j t	l ħ j a t
l a j l	l a j l i j
ʕ z	ʕ z
ð b aː	ð
m a n	m a n n
sˤ a w r	sˤ a w a r
p a r ʔ	p a r ʔ
ʃ i n	ʃ i n a
qˤ sˤ d	qˤ sˤ d
j qˤ d	w qˤ d
qˤ qˤ n	qˤ qˤ n
ʔ a r	ʔ r
tˤ j j b	tˤ j b
ʔ d m qˤ	d m qˤ
ħ θˤ ɬˤ	ħ θˤ θˤ
m ɬ tˤ	m u ɬ tˤ
ʔ a j j a l	ʔ a j j a l
ħ a m	ħ a m
θ m n	θ a m aː n i j
d m ʕ	d m ʕ a t
ʔ a t	ʔ a n t i
k a r ɬ	k a r i ɬ
ɣ d r	ɣ d r
n n aː ʔ	ʔ n j
x i m ʔ a t	x i m ʔ a t
ʕ b qˤ	ʕ a b a qˤ
ʃ p p	ʃ p p
ʔ a n	ʔ a n aː k u
h r j	h r j
k a m ʔ a t	k a m ʔ a t
k s m	k s m
p l g	p l g
ʃ b l uː	θ b l
θˤ i l l	θˤ i l l
sˤ a b j j	sˤ b w
w qˤ	ɬˤ j qˤ
k a w k a b	k a b k a b
sˤ a r ʕ	ɬˤ r ʕ
qˤ qˤ r	qˤ r r
w ʃ n	w ʃ n
n n	h a n n i
z i b l	z i b l
ʔ m	h m
ħ r b	ħ r b
ʃ l iː	ʃ i l j a t
ɬ b a	ɬₓ b a j
ɬ j b	ɬ j b
ʕ z b	ʕ ð b
sˤ j	ɬˤ a j w
m a θ n	θ j n
ħ u p n	ħ u p n
sˤ b ɣ	sˤ b ɣ
b a ʕ l	b a ʕ l
ʃ a n a t	ʃ a n a t
θ uː m	θ uː m
ʔ k l	ʔ k l
p qˤ d	p qˤ d
t i l l	t l l
ħ l sˤ	ħ l sˤ
ʔ r w j j	ʔ a r w i j
g d d	g d d
ħ b tˤ	ħ b tˤ
w r d	w r d
r ɣ t	r u ɣ w a t
tˤ ʕ m	tˤ ʕ m
n ɬ ʔ	n ɬ ʔ
ħ a qˤ l	ħ a qˤ l
ʔ m r	ʔ m r
n i m r	n a m i r
p ʔ	p a ʔ ʃ
n a m r	n m r
p r r	p r r
b n	b i n
k a n a p	k a n a p
m m	s m m
tˤ ħ n	tˤ ħ n
p a l g	p a l g
h w j	h w j
ʔ a z r	ʔ a z
d a l	d a l w
ʃ	ʃ u
k b	k b s
k n	k w n
n ʕ r	n ʕ r
ɬˤ ʔ ɬˤ a ʔ	w ɬ ʔ̣
ɬ r p	ɬ r b
d aː r	d w r
l w θ	l w ʃ
ʔ a s r	ʔ s r
p l ʃ	p l ʃ
ħ m tˤ tˤ	ħ m tˤ
ʕ a qˤ i b	ʕ a qˤ i b
ʕ ʃ t	ʕ a ʃ t
n t n	n t n
g n n	g n n
b ʔ	b w ʔ
ħ a l ʔ	ħ
ʃ tˤ r	ʃ tˤ r
qˤ b r	qˤ b r
ʔ a r x	ʔ a r x
ɬ l ʕ	ʃ
p a θ n	b a θ a n
n a k k a p t	n a k a p a t
l a qˤ l a qˤ	l a qˤ l a qˤ
b t t	b t t
ʃ a m n	ʃ a m n
ʕ a r ʕ a r	ʕ a r ʕ a r
ʕ l j	ʕ l j
k l	k a l
ʃ x t	ʃ a x j
qˤ tˤ p	qˤ tˤ p
ʔ r k	ʔ r k
ʔ b b iː l	ʔ b b l
b n	b a j n
k p p a	k p
m n	m iː n
x tˤ	s ħ
	n aː b
r ħ t	r aː ħ a t
